collegeName,aliasName,state,city,photo,rank,ACT,aidPercent,acceptance,tuition,gpa,enrollment,SAT,costAfterAid,type,academicCalendar,setting,website
Berkeley College,,NY,New York,https://www.usnews.com/dims4/USNEWS/4d6b6da/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fab%2F6bf40b7e43685bd89042ed44dcdedb%2Fcollege-photo_19787.jpg,Unranked,,,,26500,,3696,,,Proprietary,Semester,Urban,http://www.berkeleycollege.edu
Renton Technical College,,WA,Renton,,Unranked,,,,,,,,,Public,N/A,N/A,//aupr.edu
Siena College,,NY,Loudonville,https://www.usnews.com/dims4/USNEWS/0ecdad4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6f%2F843e62f011e3a6e0d509f9c19726f9%2Fsienna1.jpg,#16,22,74,80,38355,3.5,3167,1070,31214,Private,Semester,Suburban,https://www.siena.edu
Christian Brothers University,,TN,Memphis,https://www.usnews.com/dims4/USNEWS/0d8542f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F89%2Ff9%2Fa3c3a72e4ddab5d05514b9440ace%2F190829christian-brothers-university10.jpg,#25,22,66,56,33840,3.7,1546,,23602,Private,Semester,Urban,http://www.cbu.edu
Massachusetts Institute of Technology,MIT,MA,Cambridge,https://www.usnews.com/dims4/USNEWS/7387a62/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa8%2Fc5193da7eb9dcbd26e794c018ac87a%2Fcollege-photo_6935.jpg,#3,34,60,7,53790,,4602,1500,20234,Private,4/1/2004,Urban,http://web.mit.edu/
American Public University System,,WV,Charles Town,https://www.usnews.com/dims4/USNEWS/0f38ed7/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff7%2F9f0357c6f0e56c7af75dc0a0fe9be9%2Fcollege-photo_23414.jpg,Unranked,,,,8600,,37746,,,Proprietary,Monthly,Rural,http://www.apus.edu
Baldwin Wallace University,Baldwin Wallace College,OH,Berea,https://www.usnews.com/dims4/USNEWS/51d7eb6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4b%2F3ecab56ab81a5d6bf68375b91e6055%2Fcollege-photo_19641.jpg,#10,21,75,74,33530,,3136,1030,25123,Private,Semester,Suburban,http://www.bw.edu
University of the District of Columbia,UDC,DC,Washington,https://www.usnews.com/dims4/USNEWS/8f63bbe/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F90%2F129a39149246b7fc88ab3f9b3e1d13%2Fcollege-photo_17803.jpg,#129-#170,,,69,12704,,3867,,,Public,Semester,Urban,http://www.udc.edu/
University of Wisconsin--Superior,University of Wisconsin Superior,WI,Superior,https://www.usnews.com/dims4/USNEWS/d52ef62/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6a%2Fb1dff71a791aeb972d5e7d51094d4a%2Fcollege-photo_35327.jpg,#164-#215,19,,74,15705,3.2,2294,1015,,Public,Semester,City,http://www.uwsuper.edu
SUNY College of Environmental Science and Forestry,SUNY ESF,NY,Syracuse,https://www.usnews.com/dims4/USNEWS/f5684c1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F65%2Fab08757e1416c87923d6bd5d762ad6%2Fcollege-photo_29342.jpg,#121,23,,61,18644,3.7,1779,1120,,Public,Semester,City,http://www.esf.edu
SUNY College--Cortland,SUNY Cortland SUNY College Cortland,NY,Cortland,,#63,22,,44,18692,3.4,6343,1060,,Public,Semester,Suburban,http://www2.cortland.edu/home/
Dartmouth College,,NH,Hanover,https://www.usnews.com/dims4/USNEWS/dd99b75/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2e%2F78bc83f90d949c3e6286102d6dde3e%2Fcollege-photo_33512.jpg,#12,31,49,9,57204,,4417,1420,23421,Private,Quarter,Rural,http://www.dartmouth.edu
Lock Haven University of Pennsylvania,,PA,Lock Haven,,#94,19,,94,20452,3.3,3067,920,,Public,Semester,Rural,http://www.lockhaven.edu
Wesleyan College,,GA,Macon,https://www.usnews.com/dims4/USNEWS/67c40d2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F87%2F41ef938caf1b6b92def8c55e9f9264%2Fcollege-photo_2944.jpg,#145,18,,48,23770,3.4,725,930,,Private ,Semester,Suburban,https://www.wesleyancollege.edu
Mid-America Christian University,Mid America Christian University,OK,Oklahoma City,,Unranked,,,,,,,,,Private,N/A,N/A,//www.macu.edu
Wesley College,,DE,Dover,https://www.usnews.com/dims4/USNEWS/19a7430/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F69%2F3602fe1aa107a14c44db63ac07d756%2Fcollege-photo_15719.jpg,#36-#46,15,,62,,,,750,,Private,Semester,City,http://www.wesley.edu
Bay State College,,MA,Boston,,#36-#46,,,70,22320,2.7,700,,,Proprietary,Semester,Urban,https://www.baystate.edu/
Albion College,,MI,Albion,https://www.usnews.com/dims4/USNEWS/b3f1e6f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F92%2F1d9a8d88dc9c50ac90db24ab9c5a8a%2Fcollege-photo_30436.jpg,#140,20,,68,48090,3.7,1533,1010,,Private,Semester,Suburban,http://www.albion.edu/
Universidad del Este,,PR,Carolina,,Unranked,,,,,,,,,Private,Semester,City,http://www.suagm.edu/une/
Hiram College,,OH,Hiram,https://www.usnews.com/dims4/USNEWS/a55d5c5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F41%2Fdb537d3cb0112fa40e7a7547714bb0%2Fcollege-photo_16823.jpg,#14,18,88,58,37710,3.4,1244,930,25943,Private,Semester,Rural,http://www.hiram.edu
Williams College,,MA,Williamstown,https://www.usnews.com/dims4/USNEWS/838e4da/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F47%2Fae80f6eb2801a59e941594a24d7c8e%2Fcollege-photo_13368.jpg,#1,32,52,13,57280,,2073,1410,17579,Private,4/1/2004,Rural,http://www.williams.edu
Andrew College,,GA,Cuthbert,,#65-#84,,,,17388,,293,,,Private,Semester,Rural,https://www.andrewcollege.edu/
University of North Dakota,,ND,Grand Forks,https://www.usnews.com/dims4/USNEWS/18995fc/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F06%2F136ffd81847d942d00307046e98857%2F180516-coulee-01.jpg,#263,21,,82,13842,3.4,10519,980,,Public,Semester,City,http://und.edu
Lincoln College of New England--Southington,,CT,Southington,,Unranked,,,,,,,,,Proprietary,N/A,N/A,hi
Wentworth Institute of Technology,,MA,Boston,https://www.usnews.com/dims4/USNEWS/221ed16/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb5%2F9354c8ae83c010e0e6419a2f3a11e5%2Fcollege-photo_13447.jpg,#46,22,61,76,34970,3.1,4341,1080,41105,Private,Semester,Urban,http://www.wit.edu
University of California--Merced,,CA,Merced,https://www.usnews.com/dims4/USNEWS/ca4f875/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F45%2F61c0dca668167933caa2c1027c4917%2Fcollege-photo_29536.jpg,#104,18,36,66,42530,3.6,7881,1000,49397,Public,Semester,Rural,http://www.ucmerced.edu
Ohio Northern University,ONU,OH,Ada,https://www.usnews.com/dims4/USNEWS/6cc14e2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8a%2F6ec83c70bf746ecdf6fc59c3be6326%2Fcollege-photo_28714.jpg,#5,22,82,68,33440,3.7,2297,1090,23638,Private,Semester,Rural,http://www.onu.edu
Concordia University,,,"Montreal, Quebec",,Unranked,,,,,,,,,Public,N/A,N/A,//www.concordia.ca/
Southern University and A&M College,,LA,Baton Rouge,https://www.usnews.com/dims4/USNEWS/a905bc0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F81%2F7987258124b57075af3fce1dc351da%2Fcollege-photo_14315.jpg,#96-#122,17,,38,53816,3,5838,842,,Public,Semester,Urban,http://www.subr.edu/
Monroe College,,NY,Bronx,,#80,,88,44,15860,2.7,5568,650,21378,Proprietary,Semester,Urban,http://www.monroecollege.edu
Polk State College,,FL,Winter Haven,,Unranked,,,,,,,,,Public,Semester,City,hi
Boston University,BU,MA,Boston,https://www.usnews.com/dims4/USNEWS/a3f93fd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe6%2Fc4045480c402294ee0f69f339e7593%2Fcollege-photo_34160.jpg,#40,30,40,22,55892,3.7,18515,1330,34417,Private,Semester,Urban,http://www.bu.edu
Jackson College,,MI,Jackson,,Unranked,,,,,,,,,Public,N/A,N/A,hi
American University of Paris,American University Paris American University Paris,,Paris,,Unranked,,,70,37213,,1070,,,Private,Semester,Urban,http://www.aup.edu/
Peirce College,,PA,Philadelphia,https://www.usnews.com/dims4/USNEWS/37bfd05/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd7%2Fc208508c76c9f9928f2925a0d2e7bb%2Fcollege-photo_12997.jpg,Unranked,,,,15060,,1271,,,Private,Semester,Urban,http://www.peirce.edu
Elon University,,NC,Elon,https://www.usnews.com/dims4/USNEWS/980ac29/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2f%2Fdba6f3f3f59a82522d737e4dfb1b65%2Fcollege-photo_27147.jpg,#84,25,30,72,36571,4,6196,1150,35129,Private,4/1/2004,Suburban,http://www.elon.edu
McNeese State University,,LA,Lake Charles,,#92,20,,70,15898,,7033,960,,Public,Semester,City,http://www.mcneese.edu
Goucher College,,MD,Baltimore,https://www.usnews.com/dims4/USNEWS/f0336af/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0c%2F4e5a8179e32aa6169ffff93010aeac%2FExtMaryFisherDay.jpg,#111,22,,80,45250,3.2,1425,1040,,Private,Semester,Suburban,http://www.goucher.edu
United Tribes Technical College,,ND,Bismarck,,Unranked,,,,,,,,,Private,N/A,N/A,hi
Ave Maria University,,FL,Ave Maria,https://www.usnews.com/dims4/USNEWS/4fefde9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc4%2F5c71d45f54b959c8ae94aa7eb98680%2FAMU-_COVER_PHOTO.jpg,#164-#215,21,,83,21850,,1088,1050,,Private,Semester,Suburban,http://www.avemaria.edu
Trinity University,,TX,San Antonio,https://www.usnews.com/dims4/USNEWS/8a866b3/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F89%2F8c58c5c5e62d0d6056c4e8e13ddf45%2Fcollege-photo_20440.jpg,#1,28,46,34,44680,3.6,2477,1260,26678,Private,Semester,Urban,http://www.trinity.edu
St. John ,St John  Saint John  St Johns College Saint Johns College St. Johns College,IL,Springfield,,Unranked,,,,,,,,,Private,N/A,N/A,//www.stjohnscollegespringfield.edu
Goldey-Beacom College,,DE,Wilmington,,Unranked,,,,,,,,,Private,N/A,N/A,//www.gbc.edu
Southern Baptist Theological Seminary,,KY,Louisville,,Unranked,,,,,,,,,Private,N/A,N/A,//www.sbts.edu/
St. Petersburg College,St Petersburg College Saint Petersburg College,FL,St. Petersburg,,#63,16,,100,8513,,29183,920,,Public,Semester,Urban,//www.spcollege.edu/
Puerto Rico Conservatory of Music,,PR,San Juan,,Unranked,,,,,,,,,Public,N/A,N/A,//www.cmpr.edu
Northcentral University,,AZ,San Diego,,Unranked,,,,11064,,104,,,Proprietary,Continuous,N/A,http://www.ncu.edu
SUNY College of Technology--Canton,SUNY Canton SUNY College of Technology Canton,NY,Canton,https://www.usnews.com/dims4/USNEWS/44506ac/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc9%2F6296696e89cd260a3faffa1d19bec4%2Fcollege-photo_12718.jpg,#23,17,51,78,18515,2.9,3213,900,33770,Public,Semester,Rural,http://www.canton.edu/
South Florida State College,,FL,Avon Park,,#36,17,,100,11859,3,2910,400,,Public,Semester,Rural,//www.southflorida.edu
Cornell University,,NY,Ithaca,https://www.usnews.com/dims4/USNEWS/0a46cc9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F59%2F0dd395ffda36a08c792a2b32303c7b%2Fcollege-photo_73.jpg,#17,32,46,11,57222,,15182,1390,30576,Private,Semester,Rural,http://www.cornell.edu
Ouachita Baptist University,,AR,Arkadelphia,https://www.usnews.com/dims4/USNEWS/1950e8e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0f%2F79ca127ea36d9d721be22164dda5ca%2Fcollege-photo_33356.jpg,#2,21,65,64,27900,3.7,1660,1040,22328,Private,Semester,Rural,http://www.obu.edu
Truman State University,,MO,Kirksville,https://www.usnews.com/dims4/USNEWS/d991a1d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F41%2Fe532cc63d392dd6edc9b4b10f06615%2Fcollege-photo_22349.jpg,#7,24,39,65,15314,3.8,5504,1080,21097,Public,Semester,Rural,http://www.truman.edu
Rogers State University,,OK,Claremore,,#26-#33,18,,84,15540,3.2,3636,,,Public,Semester,Suburban,http://www.rsu.edu/
United States Coast Guard Academy,,CT,New London,https://www.usnews.com/dims4/USNEWS/4c8f132/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5e%2F377ce7a8f4b2c11761bd9ce868904a%2Fcollege-photo_18252.jpg,#2,26,,13,,3.7,1072,1245,,Public,Semester,Rural,http://www.umes.edu
Broward College,,FL,Fort Lauderdale,,#65-#84,,,100,10779,2.8,40784,,,Public,Semester,Urban,//www.broward.edu
University of Mount Olive,,NC,Mount Olive,,#65,17,,49,,,,870,,Private,Semester,Rural,http://www.umo.edu/
Trocair College,,NY,BUffalo,,Unranked,,,,,,,,,Private,N/A,N/A,hi
Faith Baptist Bible College and Theological Seminary,,IA,Ankeny,,Unranked,,,,,,,,,Private,N/A,N/A,//www.faith.edu/
Rutgers University--New Brunswick,"Rutgers University Rutgers, the State University of New Jersey New Brunswick",NJ,Piscataway,https://www.usnews.com/dims4/USNEWS/2b31c7c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F77%2Fd63d828afc35176403318efd541d95%2Fcollege-photo_36406.jpg,#62,25,12,60,32189,,36039,1190,42708,Public,Semester,City,https://newbrunswick.rutgers.edu
University of New Brunswick,,,"Fredericton, New Brunswick",,Unranked,,,,,,,,,Public,N/A,N/A,//www.unb.ca/
University of Maine--Machias,UMaine--Machias University of Maine Machias,ME,Machias,https://www.usnews.com/dims4/USNEWS/69a7378/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F91%2F8542c8019d5075d03aa3d683c01aeb%2Fcollege-photo_3940.jpg,Unranked,20,,98,16046,,675,875,,Public,Semester,Rural,http://machias.edu/
Linfield College,,OR,McMinnville,https://www.usnews.com/dims4/USNEWS/401ba08/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F09%2Fb44905257ec9a513ea45397222fdee%2Fcollege-photo_21977.jpg,#117,20,,81,44062,3.7,1376,1020,,Private,4/1/2004,Rural,http://www.linfield.edu
Kansas Wesleyan University,,KS,Salina,https://www.usnews.com/dims4/USNEWS/1e194bf/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8c%2F0b76e8854e6f51138f53d6f2b55663%2Fcollege-photo_33366.jpg,#39,20,,47,30020,3.4,668,980,,Private,Semester,City,http://www.kwu.edu
Missouri Baptist University,,MO,St. Louis,,#117-#153,18,,55,,,,900,,Private,Semester,Suburban,http://www.mobap.edu
St. Catherine University,St Catherine University Saint Catherine University,MN,St. Paul,https://www.usnews.com/dims4/USNEWS/b0d4a50/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fea%2Ffe8ad4fb36107a96b9c0bba4b9737f%2Fcollege-photo_34176.jpg,#228,20,,70,41614,3.6,3283,1100,,Private ,4/1/2004,Urban,http://www.stkate.edu
Thomas College,,ME,Waterville,,#129-#170,,,,27720,,,,,Private,Semester,Rural,http://www.thomas.edu
Franklin W. Olin College of Engineering,,MA,Needham,https://www.usnews.com/dims4/USNEWS/51b8c2d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F87%2Fb9a6cd24af6824b86bdc5e742ecc6a%2Fcollege-photo_10842.jpg,Unranked,34,,16,52844,3.9,390,1460,,Private,Semester,Suburban,http://www.olin.edu/
Bethany Lutheran College,,MN,Mankato,https://www.usnews.com/dims4/USNEWS/c2889d2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc6%2F4db8ae5886cc2556709f5c37e7e3d8%2Fcollege-photo_13571.jpg,#164-#215,19,,78,28080,,739,1060,,Private,Semester,City,http://www.blc.edu
University of Alberta,,,"Edmonton, Alberta",https://www.usnews.com/dims4/USNEWS/8d8a37c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0c%2F4c2d4ba35ae1082bda8b76628cc531%2Fcollege-photo_30828.jpg,Unranked,,,51,,,31074,,,Public,Semester,Urban,http://www.ualberta.ca/
Keystone College,,PA,La Plume,https://www.usnews.com/dims4/USNEWS/da86ac5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff7%2F0e343626657572e3fb1ec0d6adcdc6%2Fcollege-photo_7055.jpg,#32,15,,71,26720,2.9,1340,820,,Private,Semester,Rural,http://www.keystone.edu
University of San Francisco,USF,CA,San Francisco,https://www.usnews.com/dims4/USNEWS/04984b7/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe1%2F7e70b28f2f8b5b7334aa3510a58608%2Fcollege-photo_1190.jpg,#97,23,58,65,50282,3.5,6704,1130,38245,Private,Semester,Urban,http://www.usfca.edu
Antelope Valley College,,CA,Lancaster,,Unranked,,,,,,,,,Public,N/A,N/A,//www.avc.edu
Northeastern State University,,OK,Tahlequah,https://www.usnews.com/dims4/USNEWS/0bce690/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5a%2Fd497106ded4a656c96ef7f19b32575%2Fcollege-photo_7357.jpg,#77,18,,97,14720,3.5,6741,,,Public,Semester,Rural,http://www.nsuok.edu
Arkansas Tech University,,AR,Russellville,https://www.usnews.com/dims4/USNEWS/533d317/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3f%2Ffa369b88d171f3fabf4f6e75959ebd%2Fcollege-photo_27071.jpg,#75,18,,90,15848,3.3,11151,900,,Public,Semester,Rural,http://www.atu.edu
University of Pikeville,Pikeville College,KY,Pikeville,https://www.usnews.com/dims4/USNEWS/afdb08b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb3%2Fcb78bc3600e381ad46268862b39226%2Fcollege-photo_19178.jpg,#164-#215,18,,100,21550,3.3,1499,870,,Private,Semester,Rural,http://www.upike.edu/
University of Mobile,,AL,Mobile,https://www.usnews.com/dims4/USNEWS/38cc7ac/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F15%2F54af8d96591a85c0684616a82a533a%2Fcollege-photo_31821.jpg,#11,18,50,47,23220,3.6,1680,890,32535,Private,Semester,Suburban,//www.umobile.edu
The College of Westchester,,NY,White Plains,,Unranked,,,,,,,,,Proprietary,Semester,Suburban,hi
Suffolk University,,MA,Boston,https://www.usnews.com/dims4/USNEWS/46d0bda/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd8%2Ff6bb467ab77f82f0feef1e028b3be9%2Fcollege-photo_35279.jpg,#38,21,51,85,40104,3.3,5190,1030,50812,Private,Semester,Urban,http://www.suffolk.edu
Sacred Heart University,,CT,Fairfield,https://www.usnews.com/dims4/USNEWS/4998b83/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F70%2F606176597a208e7bb6874597fd3ec6%2Fcollege-photo_19861.jpg,#218,23,,60,43070,3.5,5974,1100,,Private,Semester,Suburban,http://www.sacredheart.edu
Acadia University,,,"Wolfville, Nova Scotia",,Unranked,,,,,,,,,Public,N/A,N/A,//www.acadiau.ca
Austin Graduate School of Theology,,TX,Austin,,Unranked,,,,,,,,,Private,N/A,N/A,hi
University of Dallas,,TX,Irving,https://www.usnews.com/dims4/USNEWS/242bb3a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fda%2Fc9c53ccb7b2050bb1171c650c1a541%2Fcollege-photo_25695.jpg,#7,23,61,39,42680,3.8,1471,1120,27099,Private,Semester,Suburban,http://www.udallas.edu
Tougaloo College,,MS,Tougaloo,https://www.usnews.com/dims4/USNEWS/928bf99/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7d%2Fd86ca8825db24c183aa0be2a562761%2Fcollege-photo_4639.jpg,#164-#215,16,,91,10854,3.1,726,790,,Private,Semester,Suburban,http://www.tougaloo.edu
La Sierra University,LaSierra University,CA,Riverside,,#53,16,77,49,33570,3.5,1842,940,27048,Private,Quarter,City,https://lasierra.edu/about/
University of Texas--El Paso,UTEP University of Texas El Paso,TX,El Paso,https://www.usnews.com/dims4/USNEWS/18ae1e5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc0%2Fcfc26037f670c744dd045376b22fda%2Fcollege-photo_6429.jpg,#293-#381,17,,100,22429,3.3,21464,940,,Public,Semester,Urban,http://www.utep.edu
New England Conservatory of Music,,MA,Boston,,Unranked,,,,50460,,468,,,Private,Semester,Urban,http://www.newenglandconservatory.edu
Kent State University,,OH,Kent,https://www.usnews.com/dims4/USNEWS/800ade3/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F89%2F82f7dd013d01cc554db5fa36ff15e7%2Fcollege-photo_7973.jpg,#211,20,,85,19792,3.4,22557,1030,,Public,Semester,Suburban,http://www.kent.edu
Canisius College,,NY,Buffalo,https://www.usnews.com/dims4/USNEWS/1847223/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fbd%2F28b5fdb1db83d3acddc6bba0941654%2Fcollege-photo_30943.jpg,#19,22,71,79,29428,3.5,2256,1050,25104,Private,Semester,Urban,http://www.canisius.edu
Rochester Institute of Technology,RIT,NY,Rochester,https://www.usnews.com/dims4/USNEWS/57eb7f8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F18%2F217e163ff21614c1131e6e567a97e9%2Fcollege-photo_27708.jpg,#104,27,71,66,45890,3.6,13513,1200,35186,Private,Semester,Suburban,http://www.rit.edu
Northwestern Oklahoma State University,,OK,Alva,,#87-#113,17,,74,14558,3.3,1805,898,,Public,Semester,Rural,http://www.nwosu.edu
Golden Gate University,,CA,San Francisco,,Unranked,,,,11343,,415,,,Private,Trimester,Urban,http://www.ggu.edu/apply
University of Evansville,,IN,Evansville,https://www.usnews.com/dims4/USNEWS/19b9f4e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff9%2F4c1ff3b74e60eafe4b885e64bd9312%2Fcollege-photo_6453.jpg,#6,22,,69,36416,3.7,2243,1080,,Private,Semester,City,http://www.evansville.edu
Lakeland University,,WI,Plymouth,,#117-#153,16,,52,,,,1160,,Private,Semester,Rural,http://www.lakeland.edu
University of Texas Health Science Center--San Antonio,University of Texas Health Science Center San Antonio,TX,San Antonio,,Unranked,,,,,,,,,Public,N/A,N/A,//www.uthscsa.edu/
New England College of Optometry,,MA,Boston,,Unranked,,,,,,,,,Private,N/A,N/A,//www.neco.edu
Ferrum College,,VA,Ferrum,https://www.usnews.com/dims4/USNEWS/d4e77e1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa4%2Fbb5fd81ae0410df44822375044966d%2Fcollege-photo_17556.jpg,#36,17,,75,34175,3,1124,870,,Private,Semester,Rural,http://www.ferrum.edu
Alliant International University,,CA,San Diego,,Unranked,,,97,18510,,721,,,Private,Semester,Suburban,http://www.alliant.edu
Wilberforce University,,OH,Wilberforce,,#55-#70,14,,48,,,,780,,Private,Semester,Rural,http://www.wilberforce.edu
Spokane Community College,,WA,Spokane,,Unranked,,,,,,,,,Public,N/A,N/A,//www.cunisanjuan.edu
Universidad Adventista de las Antillas,,PR,Mayaguez,,Unranked,,,96,,,,,,Private,N/A,N/A,//www.uaa.edu/esp/
Defiance College,,OH,Defiance,,#46,17,,52,33260,3,525,855,,Private,Semester,Rural,http://www.defiance.edu
Pacific Union College,,CA,Angwin,https://www.usnews.com/dims4/USNEWS/417b9e4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F44%2Fce872246da4bca228a9ab47f55d9c0%2Fcollege-photo_19655.jpg,#10,18,76,49,30813,3.4,1058,950,23134,Private,Quarter,Rural,http://www.puc.edu
Prescott College,,AZ,Prescott,https://www.usnews.com/dims4/USNEWS/15ba1aa/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2a%2Fea9c9b7694a24b8bf92db4c134dd60%2Fcollege-photo_27919.jpg,#87-#113,19,,95,31485,,,1060,,Private,Semester,City,http://www.prescott.edu/
College of Mount St. Vincent,College of Mount St Vincent College of Mount Saint Vincent,NY,Bronx,https://www.usnews.com/dims4/USNEWS/ab20dbf/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F36%2F644b6d04eff3e5098177cdf72f3074%2Fcollege-photo_35968.jpg,#108,18,,78,40980,3.3,1636,930,,Private,Semester,Urban,http://www.mountsaintvincent.edu
Yale University,,CT,New Haven,https://www.usnews.com/dims4/USNEWS/fd89007/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8f%2Ff7526019804e07ae828f06b89df8c0%2Fcollege-photo_8737.jpg,#3,33,53,6,55500,,5964,1450,17298,Private,Semester,City,http://www.yale.edu/
John F. Kennedy University,John F Kennedy University John F Kennedy University,CA,Pleasant Hill,,Unranked,,,,,,,,,Private,N/A,N/A,//www.jfku.edu
California State University--Monterey Bay,Cal State University Monterey Bay California State University Monterey Bay,CA,Seaside,,#26,17,,59,19023,3.3,6716,960,,Public,Semester,Suburban,http://www.csumb.edu
